Date,BtcPrice,SpPrice
12/4/2011,2.8,1244.28
12/5/2011,2.9,1257.08
12/6/2011,3,1258.47
12/7/2011,3,1261.01
12/8/2011,3,1234.35
12/9/2011,3,1255.19
12/10/2011,3,1255.19
12/11/2011,3.3,1255.19
12/12/2011,3.1,1236.47
12/13/2011,3.3,1225.73
12/14/2011,3.2,1211.82
12/15/2011,3.2,1215.75
12/16/2011,3.2,1219.66
12/17/2011,3.2,1219.66
12/18/2011,3.2,1219.66
12/19/2011,3.5,1205.35
12/20/2011,4,1241.3
12/21/2011,3.9,1243.72
12/22/2011,3.9,1254
12/23/2011,4,1265.33
12/24/2011,3.9,1265.33
12/25/2011,4.2,1265.33
12/26/2011,4,1265.33
12/27/2011,4.1,1265.43
12/28/2011,4.2,1249.64
12/29/2011,4.2,1263.02
12/30/2011,4.3,1257.6
12/31/2011,4.7,1257.6
1/1/2012,5.3,1257.6
1/2/2012,5.2,1257.6
1/3/2012,4.9,1277.06
1/4/2012,5.6,1277.3
1/5/2012,6.9,1281.06
1/6/2012,6.7,1277.81
1/7/2012,6.8,1277.81
1/8/2012,7.1,1277.81
1/9/2012,6.3,1280.7
1/10/2012,6.4,1292.08
1/11/2012,6.9,1292.48
1/12/2012,6.8,1295.5
1/13/2012,6.4,1289.09
1/14/2012,6.8,1289.09
1/15/2012,7,1289.09
1/16/2012,6.7,1289.09
1/17/2012,5.6,1293.67
1/18/2012,5.9,1308.04
1/19/2012,6.4,1314.5
1/20/2012,6.5,1315.38
1/21/2012,6.2,1315.38
1/22/2012,6.3,1315.38
1/23/2012,6.4,1316
1/24/2012,6.3,1314.65
1/25/2012,5.8,1326.05
1/26/2012,5.3,1318.43
1/27/2012,5.3,1316.33
1/28/2012,5.6,1316.33
1/29/2012,5.4,1316.33
1/30/2012,5.5,1313.01
1/31/2012,5.5,1312.41
2/1/2012,6.1,1324.09
2/2/2012,6.1,1325.54
2/3/2012,6,1344.9
2/4/2012,5.9,1344.9
2/5/2012,5.7,1344.9
2/6/2012,5.4,1344.33
2/7/2012,5.7,1347.05
2/8/2012,5.6,1349.96
2/9/2012,5.8,1351.95
2/10/2012,5.9,1342.64
2/11/2012,5.6,1342.64
2/12/2012,5.5,1342.64
2/13/2012,5.3,1351.77
2/14/2012,4.5,1350.5
2/15/2012,4.3,1343.23
2/16/2012,4.3,1358.04
2/17/2012,4.4,1361.23
2/18/2012,4.2,1361.23
2/19/2012,4.4,1361.23
2/20/2012,4.4,1361.23
2/21/2012,4.3,1362.21
2/22/2012,4.4,1357.66
2/23/2012,5,1363.46
2/24/2012,5,1365.74
2/25/2012,4.8,1365.74
2/26/2012,4.9,1365.74
2/27/2012,5,1367.59
2/28/2012,4.9,1372.18
2/29/2012,4.9,1365.68
3/1/2012,4.9,1374.09
3/2/2012,4.7,1369.63
3/3/2012,4.6,1369.63
3/4/2012,4.8,1369.63
3/5/2012,5,1364.33
3/6/2012,5,1343.36
3/7/2012,4.9,1352.63
3/8/2012,4.9,1365.91
3/9/2012,4.9,1370.87
3/10/2012,4.8,1370.87
3/11/2012,4.9,1370.87
3/12/2012,4.9,1371.09
3/13/2012,5.3,1395.95
3/14/2012,5.4,1394.28
3/15/2012,5.3,1402.6
3/16/2012,5.3,1404.17
3/17/2012,5.2,1404.17
3/18/2012,5.3,1404.17
3/19/2012,4.7,1409.75
3/20/2012,4.8,1405.52
3/21/2012,4.8,1402.89
3/22/2012,4.7,1392.78
3/23/2012,4.7,1397.11
3/24/2012,4.7,1397.11
3/25/2012,4.6,1397.11
3/26/2012,4.6,1416.51
3/27/2012,4.8,1412.52
3/28/2012,4.8,1405.54
3/29/2012,4.8,1403.28
3/30/2012,4.9,1408.47
3/31/2012,4.9,1408.47
4/1/2012,4.8,1408.47
4/2/2012,5,1419.04
4/3/2012,4.9,1413.38
4/4/2012,4.9,1398.96
4/5/2012,4.9,1398.08
4/6/2012,4.9,1398.08
4/7/2012,4.7,1398.08
4/8/2012,4.8,1398.08
4/9/2012,4.9,1382.2
4/10/2012,4.8,1358.59
4/11/2012,4.9,1368.71
4/12/2012,4.9,1387.57
4/13/2012,4.9,1370.26
4/14/2012,5,1370.26
4/15/2012,5,1370.26
4/16/2012,4.9,1369.57
4/17/2012,5,1390.78
4/18/2012,5.1,1385.14
4/19/2012,5.1,1376.92
4/20/2012,5.3,1378.53
4/21/2012,5.3,1378.53
4/22/2012,5.2,1378.53
4/23/2012,5,1366.94
4/24/2012,5.1,1371.97
4/25/2012,5.1,1390.69
4/26/2012,5.1,1399.98
4/27/2012,5.1,1403.36
4/28/2012,5,1403.36
4/29/2012,4.9,1403.36
4/30/2012,4.9,1397.91
5/1/2012,5,1405.82
5/2/2012,5.1,1402.31
5/3/2012,5.1,1391.57
5/4/2012,5.1,1369.1
5/5/2012,5.1,1369.1
5/6/2012,5.1,1369.1
5/7/2012,5.1,1369.58
5/8/2012,5.1,1363.72
5/9/2012,5,1354.58
5/10/2012,4.8,1357.99
5/11/2012,5,1353.39
5/12/2012,4.9,1353.39
5/13/2012,4.9,1353.39
5/14/2012,5,1338.35
5/15/2012,5,1330.66
5/16/2012,5.1,1324.8
5/17/2012,5.1,1304.86
5/18/2012,5.1,1295.22
5/19/2012,5.1,1295.22
5/20/2012,5.1,1295.22
5/21/2012,5.1,1315.99
5/22/2012,5.1,1316.63
5/23/2012,5.1,1318.86
5/24/2012,5.1,1320.68
5/25/2012,5.2,1317.82
5/26/2012,5.1,1317.82
5/27/2012,5.1,1317.82
5/28/2012,5.1,1317.82
5/29/2012,5.2,1332.42
5/30/2012,5.1,1313.32
5/31/2012,5.2,1310.33
6/1/2012,5.3,1278.04
6/2/2012,5.3,1278.04
6/3/2012,5.2,1278.04
6/4/2012,5.3,1278.18
6/5/2012,5.4,1285.5
6/6/2012,5.5,1315.13
6/7/2012,5.6,1314.99
6/8/2012,5.6,1325.66
6/9/2012,5.6,1325.66
6/10/2012,5.5,1325.66
6/11/2012,5.6,1308.93
6/12/2012,5.7,1324.18
6/13/2012,5.9,1314.88
6/14/2012,5.9,1329.1
6/15/2012,6.5,1342.84
6/16/2012,6.4,1342.84
6/17/2012,6.2,1342.84
6/18/2012,6.3,1344.78
6/19/2012,6.5,1357.98
6/20/2012,6.7,1355.69
6/21/2012,6.7,1325.51
6/22/2012,6.6,1335.02
6/23/2012,6.4,1335.02
6/24/2012,6.3,1335.02
6/25/2012,6.3,1313.72
6/26/2012,6.4,1319.99
6/27/2012,6.7,1331.85
6/28/2012,6.6,1329.04
6/29/2012,6.7,1362.16
6/30/2012,6.7,1362.16
7/1/2012,6.6,1362.16
7/2/2012,6.8,1365.51
7/3/2012,6.4,1374.02
7/4/2012,6.5,1374.02
7/5/2012,6.7,1367.58
7/6/2012,6.7,1354.68
7/7/2012,6.8,1354.68
7/8/2012,6.8,1354.68
7/9/2012,7,1352.46
7/10/2012,7.2,1341.47
7/11/2012,7.2,1341.45
7/12/2012,7.8,1334.76
7/13/2012,7.7,1356.78
7/14/2012,7.5,1356.78
7/15/2012,7.6,1356.78
7/16/2012,8.5,1353.64
7/17/2012,8.8,1363.67
7/18/2012,9.1,1372.78
7/19/2012,8.9,1376.51
7/20/2012,8.5,1362.66
7/21/2012,8.9,1362.66
7/22/2012,8.4,1362.66
7/23/2012,8.4,1350.52
7/24/2012,8.6,1338.31
7/25/2012,8.8,1337.89
7/26/2012,8.9,1360.02
7/27/2012,8.9,1385.97
7/28/2012,8.9,1385.97
7/29/2012,8.7,1385.97
7/30/2012,9.1,1385.3
7/31/2012,9.4,1379.32
8/1/2012,9.6,1375.14
8/2/2012,10.5,1365
8/3/2012,11,1390.99
8/4/2012,11,1390.99
8/5/2012,10.9,1390.99
8/6/2012,10.9,1394.23
8/7/2012,11.1,1401.35
8/8/2012,11.1,1402.22
8/9/2012,11.1,1402.8
8/10/2012,11.4,1405.87
8/11/2012,11.5,1405.87
8/12/2012,11.6,1405.87
8/13/2012,12,1404.11
8/14/2012,12.2,1403.93
8/15/2012,13.3,1405.53
8/16/2012,13.5,1415.51
8/17/2012,11.6,1418.16
8/18/2012,11.6,1418.16
8/19/2012,8,1418.16
8/20/2012,10.1,1418.13
8/21/2012,9.9,1413.17
8/22/2012,9.8,1413.49
8/23/2012,10.1,1402.08
8/24/2012,10.6,1411.13
8/25/2012,10.5,1411.13
8/26/2012,10.6,1411.13
8/27/2012,10.9,1410.44
8/28/2012,10.9,1409.3
8/29/2012,10.9,1410.49
8/30/2012,10.8,1399.48
8/31/2012,10.2,1406.58
9/1/2012,10,1406.58
9/2/2012,10.2,1406.58
9/3/2012,10.5,1406.58
9/4/2012,10.4,1404.94
9/5/2012,11,1403.44
9/6/2012,11.2,1432.12
9/7/2012,11,1437.92
9/8/2012,11,1437.92
9/9/2012,11,1437.92
9/10/2012,11.2,1429.08
9/11/2012,11.3,1433.56
9/12/2012,11.4,1436.56
9/13/2012,11.4,1459.99
9/14/2012,11.7,1465.77
9/15/2012,11.8,1465.77
9/16/2012,11.9,1465.77
9/17/2012,11.9,1461.19
9/18/2012,12.3,1459.32
9/19/2012,12.6,1461.05
9/20/2012,12.3,1460.26
9/21/2012,12.4,1460.15
9/22/2012,12.2,1460.15
9/23/2012,12.2,1460.15
9/24/2012,12.1,1456.89
9/25/2012,12.2,1441.59
9/26/2012,12.3,1433.32
9/27/2012,12.3,1447.15
9/28/2012,12.4,1440.67
9/29/2012,12.4,1440.67
9/30/2012,12.4,1440.67
10/1/2012,12.4,1444.49
10/2/2012,12.8,1445.75
10/3/2012,12.9,1450.99
10/4/2012,12.9,1461.4
10/5/2012,12.7,1460.93
10/6/2012,12.5,1460.93
10/7/2012,11.8,1460.93
10/8/2012,11.8,1455.88
10/9/2012,11.9,1441.48
10/10/2012,12.1,1432.56
10/11/2012,12,1432.84
10/12/2012,12,1428.59
10/13/2012,11.9,1428.59
10/14/2012,11.7,1428.59
10/15/2012,11.8,1440.13
10/16/2012,11.9,1454.92
10/17/2012,11.8,1460.91
10/18/2012,11.9,1457.34
10/19/2012,11.7,1433.19
10/20/2012,11.7,1433.19
10/21/2012,11.6,1433.19
10/22/2012,11.7,1433.82
10/23/2012,11.6,1413.11
10/24/2012,11.6,1408.75
10/25/2012,10.9,1412.97
10/26/2012,10.2,1411.94
10/27/2012,10.3,1411.94
10/28/2012,10.7,1411.94
10/29/2012,10.6,1411.94
10/30/2012,10.9,1411.94
10/31/2012,11.2,1412.16
11/1/2012,10.6,1427.59
11/2/2012,10.5,1414.2
11/3/2012,10.6,1414.2
11/4/2012,10.8,1414.2
11/5/2012,10.8,1417.26
11/6/2012,10.9,1428.39
11/7/2012,10.9,1394.53
11/8/2012,10.9,1377.51
11/9/2012,10.8,1379.85
11/10/2012,10.9,1379.85
11/11/2012,10.9,1379.85
11/12/2012,11,1380.03
11/13/2012,10.9,1374.53
11/14/2012,10.9,1355.49
11/15/2012,11.2,1353.33
11/16/2012,11.8,1359.88
11/17/2012,11.8,1359.88
11/18/2012,11.6,1359.88
11/19/2012,11.8,1386.89
11/20/2012,11.7,1387.81
11/21/2012,11.8,1391.03
11/22/2012,12.4,1391.03
11/23/2012,12.4,1409.15
11/24/2012,12.4,1409.15
11/25/2012,12.5,1409.15
11/26/2012,12.3,1406.29
11/27/2012,12.2,1398.94
11/28/2012,12.4,1409.93
11/29/2012,12.4,1415.95
11/30/2012,12.6,1416.18
12/1/2012,12.6,1416.18
12/2/2012,12.5,1416.18
12/3/2012,12.7,1409.46
12/4/2012,13.4,1407.05
12/5/2012,13.4,1409.28
12/6/2012,13.3,1413.94
12/7/2012,13.5,1418.07
12/8/2012,13.4,1418.07
12/9/2012,13.4,1418.07
12/10/2012,13.4,1418.55
12/11/2012,13.6,1427.84
12/12/2012,13.7,1428.48
12/13/2012,13.7,1419.45
12/14/2012,13.6,1413.58
12/15/2012,13.5,1413.58
12/16/2012,13.3,1413.58
12/17/2012,13.3,1430.36
12/18/2012,13.3,1446.79
12/19/2012,13.6,1435.81
12/20/2012,13.5,1443.69
12/21/2012,13.5,1430.15
12/22/2012,13.4,1430.15
12/23/2012,13.3,1430.15
12/24/2012,13.4,1426.66
12/25/2012,13.4,1426.66
12/26/2012,13.5,1419.83
12/27/2012,13.4,1418.1
12/28/2012,13.4,1402.43
12/29/2012,13.4,1402.43
12/30/2012,13.4,1402.43
12/31/2012,13.5,1426.19
1/1/2013,13.3,1426.19
1/2/2013,13.3,1462.42
1/3/2013,13.4,1459.37
1/4/2013,13.5,1466.47
1/5/2013,13.4,1466.47
1/6/2013,13.4,1466.47
1/7/2013,13.6,1461.89
1/8/2013,13.7,1457.15
1/9/2013,13.8,1461.02
1/10/2013,14.1,1472.12
1/11/2013,14.1,1472.05
1/12/2013,14.2,1472.05
1/13/2013,14.1,1472.05
1/14/2013,14.3,1470.68
1/15/2013,14.3,1472.34
1/16/2013,14.7,1472.63
1/17/2013,15.5,1480.94
1/18/2013,15.7,1485.98
1/19/2013,15.6,1485.98
1/20/2013,15.7,1485.98
1/21/2013,16.8,1485.98
1/22/2013,17.3,1492.56
1/23/2013,17.5,1494.81
1/24/2013,16.9,1494.82
1/25/2013,17.4,1502.96
1/26/2013,17.9,1502.96
1/27/2013,17.8,1502.96
1/28/2013,18.7,1500.18
1/29/2013,19.5,1507.84
1/30/2013,19.7,1501.96
1/31/2013,20.4,1498.11
2/1/2013,20.5,1513.17
2/2/2013,19.6,1513.17
2/3/2013,20.6,1513.17
2/4/2013,20.4,1495.71
2/5/2013,20.6,1511.29
2/6/2013,21.2,1512.12
2/7/2013,22.1,1509.39
2/8/2013,22.7,1517.93
2/9/2013,23.6,1517.93
2/10/2013,24,1517.93
2/11/2013,24.6,1517.01
2/12/2013,25.2,1519.43
2/13/2013,24.2,1520.33
2/14/2013,27.2,1521.38
2/15/2013,27.1,1519.79
2/16/2013,27.2,1519.79
2/17/2013,26.8,1519.79
2/18/2013,27,1519.79
2/19/2013,29.4,1530.94
2/20/2013,29.6,1511.95
2/21/2013,29.8,1502.42
2/22/2013,30.3,1515.6
2/23/2013,29.8,1515.6
2/24/2013,29.9,1515.6
2/25/2013,30.4,1487.85
2/26/2013,31.1,1496.94
2/27/2013,30.9,1515.99
2/28/2013,33.4,1514.68
3/1/2013,34.5,1518.2
3/2/2013,34.3,1518.2
3/3/2013,34.5,1518.2
3/4/2013,36.2,1525.2
3/5/2013,40.3,1539.79
3/6/2013,41,1541.46
3/7/2013,42,1544.26
3/8/2013,44.2,1551.18
3/9/2013,46.8,1551.18
3/10/2013,46,1551.18
3/11/2013,48.4,1556.22
3/12/2013,44.3,1552.48
3/13/2013,46.9,1554.52
3/14/2013,47.2,1563.23
3/15/2013,47,1560.7
3/16/2013,47,1560.7
3/17/2013,47.4,1560.7
3/18/2013,51.6,1552.1
3/19/2013,59.1,1548.34
3/20/2013,64.5,1558.71
3/21/2013,70.8,1545.8
3/22/2013,69.9,1556.89
3/23/2013,64.3,1556.89
3/24/2013,71.5,1556.89
3/25/2013,73.6,1551.69
3/26/2013,78.5,1563.77
3/27/2013,88.9,1562.85
3/28/2013,86.2,1569.19
3/29/2013,90.5,1569.19
3/30/2013,92.2,1569.19
3/31/2013,93,1569.19
4/1/2013,104,1562.17
4/2/2013,118,1570.25
4/3/2013,135,1553.69
4/4/2013,132.1,1559.98
4/5/2013,142.3,1553.28
4/6/2013,142.6,1553.28
4/7/2013,162.3,1553.28
4/8/2013,187.5,1563.07
4/9/2013,230,1568.61
4/10/2013,165,1587.73
4/11/2013,124.9,1593.37
4/12/2013,117,1588.85
4/13/2013,93,1588.85
4/14/2013,90,1588.85
4/15/2013,82.4,1552.36
4/16/2013,68.4,1574.57
4/17/2013,93.1,1552.01
4/18/2013,109,1541.61
4/19/2013,118.5,1555.25
4/20/2013,126.6,1555.25
4/21/2013,119.2,1555.25
4/22/2013,127.4,1562.5
4/23/2013,143.5,1578.78
4/24/2013,154.2,1578.79
4/25/2013,141.7,1585.16
4/26/2013,136.9,1582.24
4/27/2013,128,1582.24
4/28/2013,134.4,1582.24
4/29/2013,144,1593.61
4/30/2013,139.2,1597.57
5/1/2013,116.4,1582.7
5/2/2013,106.3,1597.59
5/3/2013,98.1,1614.42
5/4/2013,112.9,1614.42
5/5/2013,116,1614.42
5/6/2013,112.3,1617.5
5/7/2013,109.6,1625.96
5/8/2013,113.2,1632.69
5/9/2013,112.8,1626.67
5/10/2013,117.7,1633.7
5/11/2013,115.6,1633.7
5/12/2013,114.8,1633.7
5/13/2013,118,1633.77
5/14/2013,111.4,1650.34
5/15/2013,114.2,1658.78
5/16/2013,118.2,1650.47
5/17/2013,123.5,1667.47
5/18/2013,123.2,1667.47
5/19/2013,122.5,1667.47
5/20/2013,122,1666.29
5/21/2013,122.9,1669.16
5/22/2013,123.8,1655.35
5/23/2013,126.3,1650.51
5/24/2013,133.1,1649.6
5/25/2013,132,1649.6
5/26/2013,133.5,1649.6
5/27/2013,129.8,1649.6
5/28/2013,129,1660.06
5/29/2013,132.3,1648.36
5/30/2013,128.8,1654.41
5/31/2013,128.8,1630.74
6/1/2013,129.3,1630.74
6/2/2013,122.5,1630.74
6/3/2013,120.7,1640.42
6/4/2013,121.4,1631.38
